COORDENADA_X;COORDENADA_Y;HORARIO;DESPACHO;ATENCION;DERIVACION;CLUSTER
61.678611768625096;67.79156874761993;01:50;3.4533989989449774;8.021162033741712;4.645038567151436;2.0
35.429908521897204;99.203257471502;04:44;1.5528303947943445;6.36919374278042;4.869562575119978;8.0
123.48740806022144;44.35604817230929;05:12;12.68877488319581;18.64912599771401;4.995241629837965;3.0
58.38198747693835;74.75826961874533;06:00;11.988468425300786;29.907697084668868;10.662878877233204;8.0
39.05500543501706;64.82480783271635;07:08;1.657838804326152;4.80980640379833;7.915307055689884;1.0
105.35282143315185;97.28921089323995;07:18;1.9052499172734203;26.16117848591211;9.511250438332508;7.0
36.2494277283712;58.34202485749496;07:19;4.720164541719567;14.24241172680014;24.717245718389734;1.0
81.3060649307128;59.39407655158215;07:22;0.9352188955969688;26.21476254911348;3.744391256004648;2.0
51.03072577181683;69.75297118286281;07:33;1.4476619070570589;25.60230611183585;11.165578350756473;8.0
52.97391331175369;44.09735202478837;07:36;4.860726436656472;4.522341618726033;23.36248619413276;1.0
60.44063306692206;60.17711550633609;07:45;4.496502456187826;7.631309540078883;16.37980301041334;2.0
18.548280405026333;-32.7539157184565;07:51;9.95965170376497;39.20173189924088;24.10808138836176;9.0
137.50553235017574;28.40432528609973;07:54;4.353839061692396;17.567936606532175;6.220661575685821;3.0
116.61181225377965;35.89498427478594;08:27;6.924231743581993;4.393111480449268;4.124042133007704;3.0
128.75446456044762;27.43411294558132;08:32;9.353866171378296;8.959941512526033;11.518957778766536;3.0
139.90681523652805;-6.867758209485743;08:36;11.649472131769151;26.61577225786796;22.69802910466336;5.0
-15.083420890416352;108.2247732738224;08:46;3.9337250917928896;7.408894791428116;5.492109379691477;4.0
26.55372346791452;71.27356150547038;08:51;1.6415986661265956;10.492395162251144;10.498684152619116;8.0
73.2735248515211;30.37356612448155;08:53;0.9449627174421544;39.2863577909845;3.3049929401371223;6.0
17.28578439904121;52.2357483936752;09:07;4.499191807934466;11.468472310206836;18.445580570478278;1.0
65.33592958484559;-0.9452089207092492;09:07;2.401896882937089;27.79473151918903;10.567816041383956;6.0
53.760873643677385;14.468640050269684;09:13;3.5372061291561043;20.35409956535181;18.194979544494828;6.0
25.326055835836645;57.54636231383928;09:16;4.465509017256831;27.316574505580576;7.467308638538109;1.0
131.47172028327398;62.246178019177;09:26;0.8922535760995827;9.761566020655335;4.298776847039788;3.0
146.53504220230576;47.29092274499365;09:26;1.6506035692361716;9.898357137439138;18.01103713247691;3.0
-16.402000103113973;114.27666916530136;09:34;7.229526558682595;26.769301292142742;17.807712689455578;4.0
31.678655570416574;92.53524306591676;09:58;6.66466088705043;4.651691413050181;19.49428877434848;8.0
67.65147528581475;-8.538574999581064;10:02;2.9137723002005003;41.352833832114;20.473013578543444;6.0
46.67036038349866;85.05829863085928;10:03;7.032590382750629;18.35224064030522;17.488965297261746;8.0
69.14717524467413;52.113661370351565;10:15;12.123267108109989;18.54611845736152;4.368114715951993;2.0
119.602944483502;-11.101983992837104;10:25;7.892514930593945;4.764647662407912;5.42374268259446;5.0
39.69801323163119;89.15222436504004;10:30;0.7185369202517631;4.895978088226073;11.112943760948356;8.0
49.14737545701946;61.80416203882998;10:33;4.706131549284613;38.64957968088231;4.17062038818788;1.0
34.14027927700344;98.7395188931758;10:39;4.489614131110352;5.048119606108459;19.050818801523945;8.0
41.15867178351996;36.92891122372173;10:41;0.6446703198762048;12.240725042745476;3.547617741893665;1.0
45.5081618357102;50.62114813637179;10:55;1.8428361181695136;6.31324453070872;28.646507191154303;1.0
140.92747867180643;-12.345632980602696;10:59;3.755349251853759;6.782169016184251;3.995917110783394;5.0
33.41133482172146;52.28856967836259;11:23;2.9998865513646176;20.67911393485096;7.817093402833564;1.0
85.16111649842738;86.88392769342948;11:26;7.020549064458272;20.34512687598513;8.041522534627125;7.0
67.70409334244934;20.556984746115543;11:27;11.67637115764544;37.92809632166587;5.495185925271343;6.0
62.89600037978981;3.901798744531718;11:32;5.592979021200189;12.777310252555091;20.425731856600216;6.0
133.54099988344734;2.502290840426669;11:34;2.432467024935576;6.027871458746306;18.20444325950911;5.0
77.56149915734797;18.585244791290577;11:58;2.208598481538472;12.76040878124692;3.4727347088634786;6.0
90.65600380179772;25.7220832486557;12:23;4.877798738230297;25.276696939411927;8.449585188563521;6.0
83.00209664123777;47.06702614780154;13:02;8.562830272203843;23.713171634896277;8.600386119590564;2.0
97.37643916117202;34.32964292535941;13:04;2.211833711804184;10.08930684149659;18.384261669344585;2.0
26.961439840168243;-23.952193752950063;13:17;1.66752521008813;11.169179593583332;28.101674079575663;9.0
45.01808230748553;59.76046684665088;13:20;3.32668707119258;18.178550264938437;13.091868259596044;1.0
105.1671615736891;47.448365243021726;13:35;2.508431216330154;4.743308473353684;10.774918427891826;3.0
35.99611158833085;12.855652515660449;13:36;2.130141614107954;5.7874600371122105;11.328469998921769;6.0
64.8927908122086;9.713670652715996;13:52;0.7099727257636603;14.286020486302894;3.9151683710943055;6.0
